indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2014,26.29,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2013,26.36,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2012,25.02,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2011,25.84,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2010,24.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2009,24.44,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2008,25.16,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2007,26.53,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2006,25.62,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2023,1319.38,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2022,1231.61,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2021,1155.97,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2020,1009.03,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2019,1417.49,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2018,1463.11,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2017,1514.84,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2016,1451.41,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2015,1395.27,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2014,1375.75,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2013,1348.38,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2012,1403.1,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2011,1544.77,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2010,1654.1,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2009,1743.99,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2008,1942.64,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2007,2075.51,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Total,2006,2056.19,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2023,557.16,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2022,503.71,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2021,445.5,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2020,355.54,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2019,519.75,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2018,522.15,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2017,515.79,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2016,501.7,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2015,487.04,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2014,438.24,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2013,445.61,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2012,493.52,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2011,546.0,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2010,547.66,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2009,591.79,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2008,656.04,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2007,629.94,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 1,2006,617.04,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2023,920.53,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2022,874.99,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2021,766.13,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2020,588.65,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2019,911.36,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2018,936.17,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2017,927.15,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2016,892.52,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2015,814.14,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2014,808.69,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2013,795.19,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2012,865.86,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2011,898.58,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2010,966.09,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2009,1072.99,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2008,1178.32,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2007,1236.96,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 2,2006,1160.76,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2023,1174.2,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2022,1119.33,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2021,1047.07,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2020,881.5,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2019,1219.74,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2018,1307.01,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2017,1359.25,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2016,1280.35,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2015,1211.8,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2014,1153.01,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2013,1122.42,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2012,1168.34,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2011,1357.94,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2010,1413.07,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2009,1508.41,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2008,1632.54,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2007,1771.28,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 3,2006,1838.02,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2023,1591.33,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2022,1458.08,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2021,1428.07,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2020,1231.25,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2019,1759.67,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2018,1815.47,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2017,1858.17,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2016,1762.06,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2015,1767.94,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2014,1675.41,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2013,1604.78,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2012,1683.36,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2011,1889.73,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2010,2029.44,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2009,2067.24,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2008,2350.91,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2007,2467.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 4,2006,2446.0,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2023,2353.69,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2022,2201.96,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2021,2093.06,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2020,1988.23,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2019,2676.93,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2018,2734.73,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2017,2913.83,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2016,2820.41,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2015,2695.42,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2014,2803.38,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2013,2773.87,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2012,2804.41,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2011,3031.62,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2010,3314.25,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2009,3479.51,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2008,3895.36,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2007,4271.77,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por hogar, Quintil 5,2006,4219.11,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2023,530.72,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2022,498.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2021,465.65,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2020,405.48,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2019,569.55,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2018,588.69,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2017,608.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2016,582.23,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2015,557.73,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2014,547.46,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2013,532.16,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2012,547.97,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2011,597.06,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2010,632.42,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2009,659.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2008,727.28,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2007,769.78,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Total,2006,755.68,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2023,190.99,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2022,177.19,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2021,153.99,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2020,121.95,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2019,184.24,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2018,188.76,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2017,187.05,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2016,180.87,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2015,170.96,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2014,155.13,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2013,156.42,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2012,173.12,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2011,192.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2010,193.9,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2009,209.66,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2008,240.46,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2007,238.94,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 1,2006,235.06,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2023,358.37,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2022,350.93,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2021,304.33,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2020,231.59,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2019,363.42,False
Total Nacional, Vestido y calzado, Dato base, Gasto medio por persona, Quintil 2,2018,374.25,False
